"Object_type","Activity_type","facility","host","user.agent","created_timestamp","time_dif","uri","message","webError","user","user_name","type","severity","id","File_Size","seq_numbers"
"Document","Create","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T09:25:43",183,NA,"normal.275",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0275",0,NA
"Document","Rename","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T09:25:47",4,NA,"normal.276",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0276",0,NA
"Document","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T09:25:55",8,NA,"normal.277",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0277",0,NA
"Document","Download","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T09:26:50",55,NA,"normal.278.seq21",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0278",9992463,21
"Document","Download","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T09:27:55",65,NA,"normal.279.seq21",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0279",9943925,21
"Spreadsheet","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T09:28:13",18,NA,"normal.280",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0280",0,NA
"Folder","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T09:29:33",80,NA,"normal.281",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0281",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:00:25",25,NA,"normal.282",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0282",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:10:13",588,NA,"normal.283",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0283",0,NA
"File","Download","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:13:28",195,NA,"normal.284.seq21",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0284",6410406,21
"File","Download","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:19:02",334,NA,"normal.285.seq21",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0285",5686095,21
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:20:44",102,NA,"normal.286",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0286",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:20:51",7,NA,"normal.287",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0287",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:23:29",158,NA,"normal.288",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0288",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:25:12",103,NA,"normal.289",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0289",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:30:17",305,NA,"normal.290",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0290",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:31:30",73,NA,"normal.291",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0291",0,NA
"Document","Create","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:34:08",158,NA,"normal.292",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0292",0,NA
"Document","Create","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:35:19",71,NA,"normal.293",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0293",0,NA
"Document","Rename","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:35:22",3,NA,"normal.294",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0294",0,NA
"Document","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:35:30",8,NA,"normal.295",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0295",0,NA
"Document","Download","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:36:01",31,NA,"normal.296.seq22",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0296",9568860,22
"Spreadsheet","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:36:22",21,NA,"normal.297",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0297",0,NA
"Folder","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T10:37:18",56,NA,"normal.298",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0298",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T11:00:34",34,NA,"normal.299",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0299",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T11:03:31",177,NA,"normal.300",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0300",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T11:09:26",355,NA,"normal.301",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0301",0,NA
"File","Download","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T11:15:00",334,NA,"normal.302.seq22",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0302",6217457,22
"File","Download","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:00:04",2704,NA,"normal.303.seq22",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0303",4896051,22
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:00:57",57,NA,"normal.304",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0304",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:02:14",77,NA,"normal.305",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0305",0,NA
"File","Download","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:05:45",211,NA,"normal.306.seq23",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0306",6336996,23
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:07:13",88,NA,"normal.307",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0307",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:07:39",26,NA,"normal.308",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0308",0,NA
"Document","Create","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:08:00",21,NA,"normal.309",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0309",0,NA
"Document","Rename","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:08:01",1,NA,"normal.310",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0310",0,NA
"Document","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:08:14",13,NA,"normal.311",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0311",0,NA
"Document","Download","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:11:21",187,NA,"normal.312.seq23",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0312",8481172,23
"Spreadsheet","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:11:36",15,NA,"normal.313",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0313",0,NA
"Folder","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:13:24",108,NA,"normal.314",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0314",0,NA
"File","Download","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:18:18",1094,NA,"normal.315.seq24",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0315",6534619,24
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:25:50",452,NA,"normal.316",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0316",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:26:39",49,NA,"normal.317",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0317",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:26:53",14,NA,"normal.318",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0318",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:26:55",2,NA,"normal.319",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0319",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:27:06",11,NA,"normal.320",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0320",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:29:01",115,NA,"normal.321",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0321",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:29:38",37,NA,"normal.322",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0322",0,NA
"Document","Create","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:31:05",87,NA,"normal.323",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0323",0,NA
"Document","Rename","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:31:09",4,NA,"normal.324",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0324",0,NA
"Document","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:31:42",33,NA,"normal.325",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0325",0,NA
"Document","Download","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:43:49",727,NA,"normal.326.seq24",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0326",10258926,24
"Spreadsheet","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:44:22",33,NA,"normal.327",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0327",0,NA
"Folder","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T12:47:02",160,NA,"normal.328",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0328",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:00:03",3,NA,"normal.329",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0329",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:00:39",36,NA,"normal.330",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0330",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:07:16",397,NA,"normal.331",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0331",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:09:35",139,NA,"normal.332",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0332",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:10:37",62,NA,"normal.333",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0333",0,NA
"File","Download","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:14:05",208,NA,"normal.334.seq25",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0334",6237381,25
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:14:42",37,NA,"normal.335",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0335",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:16:43",121,NA,"normal.336",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0336",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:20:09",206,NA,"normal.337",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0337",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:22:46",157,NA,"normal.338",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0338",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:23:48",62,NA,"normal.339",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0339",0,NA
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:26:47",179,NA,"normal.340",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0340",0,NA
"Document","Create","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:30:35",228,NA,"normal.341",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0341",0,NA
"Document","Rename","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:30:36",1,NA,"normal.342",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0342",0,NA
"Document","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:30:59",23,NA,"normal.343",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0343",0,NA
"Document","Download","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:31:38",39,NA,"normal.344.seq25",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0344",11461515,25
"Spreadsheet","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:31:40",2,NA,"normal.345",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0345",0,NA
"Folder","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T13:35:46",246,NA,"normal.346",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0346",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T14:02:17",137,NA,"normal.347",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0347",0,NA
"File","Preview","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T14:02:50",33,NA,"normal.348",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0348",0,NA
"File","Download","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T14:49:38",2808,NA,"normal.349.seq26",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0349",6045951,26
"Folder","View","Box","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T14:54:31",293,NA,"normal.350",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0350",0,NA
"Document","Create","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T14:57:51",200,NA,"normal.351",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0351",0,NA
"Document","Rename","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T14:57:57",6,NA,"normal.352",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0352",0,NA
"Document","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T14:57:58",1,NA,"normal.353",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0353",0,NA
"Document","Download","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T14:58:14",16,NA,"normal.354.seq26",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0354",11091843,26
"Spreadsheet","View","GoogleDrive","4.59.216.255","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/30.0","2014-06-04T14:58:28",14,NA,"normal.355",NA,"LargeDL.7.LSxZ.1.25@ranjani.com","LargeDL 7 LSxZ 1.25","elastica_logs","informational","generated_data_0355",0,NA
